method,metric,count,mean,std,min,max
rpedr_single_best,S3_test_nll,3,4.607289791107178,0.0006177042117756629,4.60641622543335,4.607726573944092
rpedr_single_best,S3_test_ppl,3,100.21220442262182,0.06188797608509102,100.12468160749447,100.2559658301855
rpedr_single_best,S3_test_teacher_kl,3,0.010049146289626757,0.0003332753265405506,0.009577823802828789,0.010284807533025742
rpedr_full,S3_test_nll,3,4.5946221351623535,0.0009437165943336738,4.593414783477783,4.5957183837890625
rpedr_full,S3_test_ppl,3,98.95078253825768,0.0933737702687568,98.83134222820857,99.05927256833675
rpedr_full,S3_test_teacher_kl,3,0.008995205784837404,0.0004275187124616767,0.008530175313353539,0.009562337771058083
