model,layer,heads,rank_ratio,rank,L,M,topk,method,seed_or_aggregate,source_run,artifact_dir,reused_or_fresh,S3_test_nll,S3_test_ppl,S3_test_teacher_kl,S3_test_nll_mean,S3_test_nll_std,S3_test_ppl_mean,S3_test_ppl_std,S3_test_teacher_kl_mean,S3_test_teacher_kl_std,delta_vs_dense_nll,delta_vs_dense_ppl,delta_vs_pca_nll,delta_vs_pca_ppl
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,4,rpedr_full,seed2,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk4,fresh,4.581864356994629,97.69636542692085,0.0517406240105629,,,,,,,-0.014525890350341797,-1.4294838192467125,-0.009920597076416016,-0.974029767148906
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,4,rpedr_full,aggregate,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk4,fresh,,,,4.58254861831665,0.0006864171509371322,97.76325350203663,0.06710658596605949,0.051776270071665444,0.0003070926924512016,-0.013841629028320312,-1.3625957441309282,-0.009236335754394531,-0.9071416920331217
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,8,rpedr_full,seed0,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk8,fresh,4.599091529846191,99.39397815107124,0.04566114395856857,,,,,,,0.002701282501220703,0.26812890490367636,0.007306575775146484,0.7235829570014829
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,8,rpedr_full,seed1,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk8,fresh,4.5986809730529785,99.35317965376005,0.04542531073093414,,,,,,,0.0022907257080078125,0.2273304075924898,0.006896018981933594,0.6827844596902963
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,8,rpedr_full,seed2,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk8,fresh,4.595225811004639,99.0104906819259,0.04512160271406174,,,,,,,-0.0011644363403320312,-0.11535856424166013,0.00344085693359375,0.3400954878561464
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,8,rpedr_full,aggregate,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk8,fresh,,,,4.597666104634603,0.0021233026092496035,99.25254949558573,0.21061928045294315,0.04540268580118815,0.00027048124558923606,0.0012758572896318654,0.12670024941816393,0.005881150563557647,0.5821543015159705
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,16,rpedr_full,seed0,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk16,fresh,4.597205638885498,99.20670858662153,0.04823581129312515,,,,,,,0.0008153915405273438,0.08085934045396925,0.005420684814453125,0.5363133925517758
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,16,rpedr_full,seed1,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk16,fresh,4.593374729156494,98.82738368515244,0.047433748841285706,,,,,,,-0.0030155181884765625,-0.2984655610151208,0.0015897750854492188,0.15698849108268575
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,16,rpedr_full,seed2,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk16,fresh,4.596119403839111,99.09900528905627,0.04792310297489166,,,,,,,-0.000270843505859375,-0.02684395711129639,0.004334449768066406,0.42861009498651015
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,16,rpedr_full,aggregate,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk16,fresh,,,,4.595566590627034,0.0019743781738889884,99.04436585361007,0.1954762035339396,0.047864221036434174,0.0004042602579651628,-0.000823656717936494,-0.08148339255748738,0.0037816365559892873,0.37397065954031916
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,32,rpedr_full,seed0,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk32,fresh,4.607372760772705,100.22050022343406,0.04836909472942352,,,,,,,0.010982513427734375,1.0946509772664967,0.015587806701660156,1.5501050293643033
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,32,rpedr_full,seed1,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk32,fresh,4.602635383605957,99.74684075166981,0.04791761189699173,,,,,,,0.006245136260986328,0.6209915055022464,0.01085042953491211,1.076445557600053
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,32,rpedr_full,seed2,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk32,fresh,4.604241371154785,99.90716163816745,0.047636087983846664,,,,,,,0.007851123809814453,0.7813123919998901,0.012456417083740234,1.2367664440976966
distilgpt2,3,"0,1,2,3,4,5,6,7,8,9,10,11",0.5,32,256,256,32,rpedr_full,aggregate,results/all_head_m_topk_diagnosis_layer3_stage2,results/all_head_m_topk_diagnosis_layer3_stage2/cells/M256_topk32,fresh,,,,4.604749838511149,0.0024092716522576348,99.9581675377571,0.2409139372114233,0.0479742648700873,0.00036977275695448464,0.008359591166178681,0.8323182915895444,0.012964884440104463,1.287772343687351
