method,seed,model,layer,heads,rank_ratio,rank,L,M,topk,final_report_split,selected_device,S3_test_nll,S3_test_ppl,S3_test_teacher_kl,joint_spec_path,eval_path,stochastic
dense,,distilgpt2,3,"0,1,4",1.0,64,,,,S3_test,cuda,4.596390247344971,99.12584924616756,,,results/multi_head_replication_distilgpt2_round3_heads014/evals/dense/eval.json,False
pca,,distilgpt2,3,"0,1,4",0.5,32,,,,S3_test,cuda,4.60123348236084,99.60710350322061,0.007668976206332445,results/multi_head_replication_distilgpt2_round3_heads014/joint_specs/pca/compression_spec.pt,results/multi_head_replication_distilgpt2_round3_heads014/evals/pca/eval.json,False
rpedr_single_best,0,distilgpt2,3,"0,1,4",0.5,32,256,32,2,S3_test,cuda,4.626472473144531,102.15308006106854,0.01290368102490902,results/multi_head_replication_distilgpt2_round3_heads014/joint_specs/rpedr_single_best_seed0/compression_spec.pt,results/multi_head_replication_distilgpt2_round3_heads014/evals/rpedr_single_best_seed0/eval.json,True
rpedr_single_best,1,distilgpt2,3,"0,1,4",0.5,32,256,32,2,S3_test,cuda,4.62681770324707,102.18835246757064,0.012911881320178509,results/multi_head_replication_distilgpt2_round3_heads014/joint_specs/rpedr_single_best_seed1/compression_spec.pt,results/multi_head_replication_distilgpt2_round3_heads014/evals/rpedr_single_best_seed1/eval.json,True
rpedr_single_best,2,distilgpt2,3,"0,1,4",0.5,32,256,32,2,S3_test,cuda,4.62681770324707,102.18835246757064,0.012911881320178509,results/multi_head_replication_distilgpt2_round3_heads014/joint_specs/rpedr_single_best_seed2/compression_spec.pt,results/multi_head_replication_distilgpt2_round3_heads014/evals/rpedr_single_best_seed2/eval.json,True
rpedr_full,0,distilgpt2,3,"0,1,4",0.5,32,256,32,2,S3_test,cuda,4.603592395782471,99.8423453850973,0.012633644044399261,results/multi_head_replication_distilgpt2_round3_heads014/joint_specs/rpedr_full_seed0/compression_spec.pt,results/multi_head_replication_distilgpt2_round3_heads014/evals/rpedr_full_seed0/eval.json,True
rpedr_full,1,distilgpt2,3,"0,1,4",0.5,32,256,32,2,S3_test,cuda,4.602211952209473,99.70461374834584,0.012270012870430946,results/multi_head_replication_distilgpt2_round3_heads014/joint_specs/rpedr_full_seed1/compression_spec.pt,results/multi_head_replication_distilgpt2_round3_heads014/evals/rpedr_full_seed1/eval.json,True
rpedr_full,2,distilgpt2,3,"0,1,4",0.5,32,256,32,2,S3_test,cuda,4.601471424102783,99.63080701085322,0.011972293257713318,results/multi_head_replication_distilgpt2_round3_heads014/joint_specs/rpedr_full_seed2/compression_spec.pt,results/multi_head_replication_distilgpt2_round3_heads014/evals/rpedr_full_seed2/eval.json,True
